Chapter_Number,Chapter_Name,Section_Number,Section_Name,Section_Note,Subsection_Number,Subsection_Name,Subsection_Note
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.6.4,Group R-4,Accessible units and Type B units shall be provided in Group R-4 occupancies in accordance withSections 1108.6.4.1 and 1108.6.4.2. Bedrooms in Group R-4 facilities shall be counted assleeping units for the purpose of determining the number of units.
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.6.4.1,Accessible units,"In Group R-4, Condition 1, at least one of thesleeping units shall be anAccessible unit. In Group R-4, Condition 2, at least two of the sleeping units shall be an Accessible unit."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.6.4.2,Type B units,"In structures with four or more sleeping units intended to be occupied as a residence, every sleeping unit intended to be occupied as a residence shall be a Type B unit. Exception: The number of Type B units is permitted to be reduced in accordance withSection 1108.7."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.7,General exceptions,"Where specifically permitted by Section 1108.5 or 1108.6, the required number of Type A units and Type B units is permitted to be reduced in accordance with Sections 1108.7.1 through 1108.7.5."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.7.1,Structures without elevator service,"Where elevator service is not provided in a structure, only thedwelling units and sleeping units that are located on stories indicated in Sections 1108.7.1.1 and 1108.7.1.2 are required to beType A units and Type B units, respectively. The number of Type A units shall be determined in accordance withSection 1108.6.2.2.1."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.7.1.1,One story with Type B units required,At least one story containing dwelling units or sleeping units intended to be occupied as a residence shall be provided with an accessible entrance from the exterior of the structure and all units intended to be occupied as a residence on that story shall be Type B units.
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.7.1.2,Additional stories with Type B units,"Where stories have entrances not included in determining compliance withSection 1108.7.1.1, and such entrances are proximate to arrival points intended to serve units on that story, as indicated in Items 1 and 2, alldwelling units and sleeping units intended to be occupied as a residenceserved by that entrance on thatstory shall be Type B units. 
1. Where the slopes of the undisturbed site measured between the planned entrance and all vehicular or pedestrian
arrival points within 50 feet (15 240 mm) of the planned entrance are 10 percent or less.
2. Where the slopes of the planned finished grade measured between the entrance and all vehicular or pedestrian
arrival points within 50 feet (15 240 mm) of the planned entrance are 10 percent or less.
Where arrival points are not within 50 feet (15 240 mm) of the entrance, the closest arrival point shall be used to
determine access unless that arrival point serves the story required by Section 1108.7.1.1."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.7.2,Multistory units,"A multistory dwelling unit or sleeping unit that is not provided with elevator service is not required to be a Type B unit. Where a multistory unit is provided with external elevator service to only one floor, the floor provided with elevator service shall be the primary entry to the unit, shall comply with the requirements for a Type B unit and, where provided within the unit, a living area, a kitchen and a toilet facility shall be provided on that floor."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.7.3,Elevator service to the lowest story with units,"Where elevator service in the building provides anaccessible route only to the lowest story containing dwelling units or sleeping units intended to be occupied as a residence, only the units on thatstory that are intended to be occupied as a residence are required to beType B units."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.7.4,Site impracticality,"On a site with multiple nonelevator buildings, the number of units required bySection 1108.7.1 to be Type B units is permitted to be reduced to a percentage that is equal to the percentage of the entire site having grades, prior to development, that are less than 10 percent, provided that all of the following conditions are met: 
1. Not less than 20 percent of the units required bySection 1108.7.1 on the site areType B units.
2. Units required by Section 1108.7.1, where the slope between the building entrance serving the units on thatstory and a pedestrian or vehicular arrival point is not greater than 8.33 percent, are Type B units.
3. Units required by Section 1108.7.1, where an elevated walkway is planned between a building entrance serving the units on that story and a pedestrian or vehicular arrival point and the slope between them is 10 percent or less, are Type B units.
4. Units served by an elevator in accordance withSection 1108.7.3 are Type B units."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.7.5,Flood hazard areas,"Type A units and Type B units shall not be required for buildings without elevator service that are located inflood hazard areas as established in Section 1612.3, where the minimum required elevation of thelowest floor or lowest supporting horizontal structural member, as applicable, results in all of the following:
1. A difference in elevation between the minimum required floor elevation at the primary entrances and vehicular and pedestrian arrival points within 50 feet (15 240 mm) exceeding 30 inches (762 mm).
2. A slope exceeding 10 percent between the minimum required floor elevation at the primary entrances and vehicular and pedestrian arrival points within 50 feet (15 240 mm). Where such arrival points are not within 50 feet (15 240 mm) of the primary entrances, the closest arrival points shall
be used."
